GEOFFREYMICHAELGADD,中国科学院新疆生态与地理研究所
李仲飞,中山大学
张玉生,山东大学
陈园,华中科技大学
景在平,中国人民解放军第二军医大学
韩廷春,清华大学
蒋晔,河北医科大学
魏巍贤,厦门大学
邓子基,厦门大学
周凤起,国家发展和改革委员会能源研究所
马剑虹,浙江大学
赵蕊,南方医科大学
武建文,华中科技大学
陈欣方,吉林大学
杨襄璧,中南大学
王炜钰,清华大学
周瑞光,中国科学院地质与地球物理研究所
常天海,华南理工大学
王德俊,东北大学
蓝天,中国建筑科学研究院
吴中如,河海大学
顾军,中国地质大学（武汉）
韩静涛,北京科技大学
Stéphanie OGNIER,东华大学
谢仲华,浙江大学
刘光复,合肥工业大学
陈剑虹,兰州理工大学
颜云辉,东北大学
是度芳,华中科技大学
宋泽庆,武汉大学
朱晓光,中国科学院化学研究所
柯映林,浙江大学
王其亨,天津大学
骆飞,南京航空航天大学
逄勇,河海大学
马恒励,中国科学院上海有机化学研究所
段建中,宁夏大学
邵孝侯,河海大学
王继荣,青岛大学
杜道生,武汉大学
吴正,华南师范大学
董兴林,中国水利水电科学研究院
王凤翔,山东建筑大学
杜希文,天津大学
王增梅,东南大学
裴治武,中国科学院长春应用化学研究所
张电吉,武汉工程大学
康慕谊,西北大学
田常海,中国铁道科学研究院
范琼英,北京理工大学
傅泽田,中国农业大学
胡耀高,中国农业大学
张大亮,浙江大学
彭灿,郑州航空工业管理学院
孟波,武汉大学
李树茁,西安交通大学
王忠贤,西北农林科技大学
王众托,大连理工大学
马宾,中国航天工业总公司第七一０研究所
姜彦福,清华大学
陈晓栋,南通大学
姜卫平,中国人口与发展研究中心
阎海峰,华东理工大学
魏文斌,首都医科大学
马吉溥,南京大学
严海星,中国科学院力学研究所
邹振祝,哈尔滨工业大学
傅洪忱,东北师范大学
付克坚,中国科学院物理研究所
汪徐家,浙江大学
华宣积,复旦大学
汪骏书,东北大学
巴塔尔,内蒙古师范大学
吴绍平,浙江大学
向友林,昆明学院
谭昌伟,扬州大学
杨冰,西南交通大学
胡左浩,清华大学
赵磊,山东省医学科学院
李冲伟,黑龙江大学
黎飞虎,南京信息工程大学
吕笑梅,南京大学
丁立,北京航空航天大学
安正华,复旦大学
王泽文,东华理工大学
朱传界,中国人民大学
王仰贤,河北师范大学
邬吉明,北京应用物理与计算数学研究所
康琦,中国科学院力学研究所
龚_,中国原子能科学研究院
万辅彬,广西民族大学
刘新和,广西大学
惠利健,中国科学院上海生命科学研究院
吕粟,四川大学
王维平,济南大学
曾岳生,怀化师范高等专科学校
陈宗煊,江西师范大学
忻元龙,复旦大学
郑义,浙江大学
陈凌孚,南京师范大学
李长峰,山东大学
赵明华,中国科学院上海应用物理研究所
丛洪滋,大连理工大学
蒋大和,同济大学
周丽,南京航空航天大学
袁媛,华东理工大学
万伟,西北工业大学
郑继禹,桂林电子科技大学
费方域,上海交通大学
张兵临,郑州大学
姜遵富,中国科学院电子学研究所
王毅成,武汉理工大学
来新民,上海交通大学
郭宝峰,燕山大学
吴宏基,大连理工大学
张劲军,中国石油大学（北京）
吴人洁,上海交通大学
殷为民,中国科学院金属研究所
薛健,中南大学
程熊,浙江大学
丁树彭,苏州丝绸工学院
殷学纲,重庆大学
侯增祺,中国航天工业总公司第五研究院第五０一设计部
姜万录,燕山大学
卢祖帝,中国科学院数学与系统科学研究院
张耀辉,汕头大学
赵银亮,西安交通大学
朱成明,中国科学院地球化学研究所
董毓利,青岛理工大学
黄锐,四川大学
徐志弘,中国科学院上海硅酸盐研究所
张德馨,浙江大学
杨伯君,北京邮电大学
陈立平,华中科技大学
顾宗权,中国科学院半导体研究所
王耀南,湖南大学
董占球,中国科学院大学
董建国,同济大学
兰新哲,西安建筑科技大学
吴凌云,中国科学院数学与系统科学研究院
张于峰,天津大学
王炼石,华南理工大学
程光旭,西安交通大学
陆兴,大连交通大学
杨广文,清华大学
葛立峰,安徽大学
徐岳生,河北工业大学
袁小聪,南开大学
杨华中,清华大学
陈陆平,上海交通大学
陆汝占,上海交通大学
郑君里,清华大学
叶燎原,云南工业大学
陈尧成,中国科学院上海硅酸盐研究所
段吉安,中南大学
孟红祥,浙江大学
卢建树,浙江工业大学
王健农,中南大学
夏来庆,浙江大学
俞建成,中国科学院沈阳自动化研究所
徐可欣,天津大学
陈秉钊,同济大学
李宝骏,沈阳建筑大学
何清,中国科学院计算技术研究所
苏开乐,北京大学
张桂平,沈阳航空航天大学
叶生,上海交通大学
胡庭妹,上海交通大学
杨国涛,中南大学
杨德麟,清华大学
刘文兆,西北农林科技大学
王零森,中南大学
张小铭,华中科技大学
赵兴华,上海大学
白明华,华中科技大学
陈幼平,中国铁道科学研究院
刘献礼,哈尔滨理工大学
范立础,同济大学
叶琪根,东南大学
刘韩星,武汉理工大学
张立德,中国科学院合肥物质科学研究院
卢秉桓,西安交通大学
朱文宏,上海交通大学
阮秋琦,北京交通大学
王文涛,中国科学技术大学
蔡履中,山东大学
王雨三,哈尔滨工业大学
陈莘萌,武汉大学
曾宏,重庆大学
孙国基,西安交通大学
牟轩沁,西安交通大学
朱本全,哈尔滨工业大学
卢安贤,中南大学
殷敬华,中国科学院长春应用化学研究所
李焱,北京大学
候印春,中国科学院上海光学精密机械研究所
赵广华,湖州师范学院
张光寅,南开大学
马培军,哈尔滨工业大学
陈徐宗,北京大学
罗胜联,南昌航空大学
罗国珍,西北有色金属研究院
章熙民,天津大学
朱祖芳,北京有色金属研究总院
陈辉明,浙江大学
张举贤,河南大学
姚宏霖,华中科技大学
李永洪,北京有色金属研究总院
何国金,中国科学院遥感与数字地球研究所
陶东平,昆明理工大学
周东方,中国人民解放军信息工程大学
胡运明,中国科学院金属研究所
董曾南,清华大学
黄建军,深圳大学
赖晓平,山东大学
侯宏旭,内蒙古大学
张光澄,四川大学
黄宏嘉,上海大学
凌启淡,复旦大学
栾静,新疆师范大学
张贻恭,大连理工大学
毕光国,东南大学
李金科,中国科学院西安光学精密机械研究所
吴业正,西安交通大学
陈荣金,天津大学
顾番,东南大学
刘琚,山东大学
李桓,华侨大学
张玉风,天津大学
张静远,中国人民解放军海军工程大学
白伟良,中国医科大学
张亚菲,兰州大学
陈以一,同济大学
罗铭,四川大学
方祖烈,北京科技大学
秦铁辉,北京大学
高学敏,中国科学院成都有机化学有限公司
郭孔辉,吉林大学
李融林,浙江大学
陈良玉,东北大学
李肇基,电子科技大学
徐鹏根,武汉大学
庄天戈,上海交通大学
范志刚,哈尔滨工业大学
孙迭篪,复旦大学
瞿坦,华中科技大学
徐南荣,东南大学
程乾生,北京大学
聂鸣,华中科技大学
杨子江,北京大学
宗燕兵,北京科技大学
刘璐琪,国家纳米科学中心
陈艾荣,同济大学
金蔚青,中国科学院上海硅酸盐研究所
贾高顺,浙江工业大学
唐懋官,武汉大学
胡亚才,浙江大学
刘松龄,西北工业大学
肖大准,大连理工大学
吕宝龙,中国科学院上海光学精密机械研究所
李定方,水利部交通运输部国家能源局南京水利科学研究院
王兆安,西安交通大学
李泌,北京科技大学
张其震,山东大学
李晓延,北京工业大学
赵子丹,天津大学
陈胜宏,武汉大学
朱明善,清华大学
王沿东,东北大学
林志航,西安交通大学
张培红,沈阳建筑大学
王沅,中国科学院数学与系统科学研究院
罗剑朝,西北农林科技大学
沈光地,北京工业大学
玉素甫,新疆师范大学
蒋家东,中国航空综合技术研究所
李应岐,中国人民解放军第二炮兵工程大学
贺建军,中南大学
裴留庆,北京师范大学
何永保,复旦大学
李建发,厦门大学
沈绍信,大连理工大学
王六定,西北工业大学
尹学良,中国水利水电科学研究院
陈乔夫,华中科技大学
陈炳辰,东北大学
张弗天,中国科学院金属研究所
郭青筠,同济大学
毕诗文,东北大学
王启杰,西安交通大学
李标,中国科学院上海技术物理研究所
张书香,北京化工大学
董道毅,浙江大学
赵玉英,北京大学
陈珂,北京大学
刘大力,中国科学院长春光学精密机械与物理研究所
王卫宁,首都师范大学
褚健,浙江大学
德熙嘉措,青海师范大学
马金平,西安电子科技大学
丁耀根,中国科学院电子学研究所
郑大钟,清华大学
徐瑞,北京理工大学
郑毓蕃,华东师范大学
卓洪升,山东大学
石文江,重庆大学
孔沐生,西安电子科技大学
张维tao,中国科学院数学与系统科学研究院
李文林,河南师范大学
李作清,华中科技大学
袁明亮,中南大学
林有祥,武汉大学
田千里,中国科学院力学研究所
吴玉厚,沈阳建筑大学
王昭东,东北大学
何富连,中国矿业大学（北京）
朱世杰,大连理工大学
马学虎,大连理工大学
吴国元,云南大学
许钟麟,中国建筑科学研究院
谢中,中南大学
关柏鸥,暨南大学
刘东升,内蒙古师范大学
杨南如,南京工业大学
周曦亚,华南理工大学
贾连达,中国科学院长春应用化学研究所
李德桃,江苏大学
郭继华,清华大学
巴启先,东北大学
Andrei Sharf,中国科学院深圳先进技术研究院
陆立军,浙江工商大学
陈良宽,南京理工大学
康风举,西北工业大学
徐春祥,东南大学
刘益,西安交通大学
钟计东,同济大学
吴伯昌,中国科学院福建物质结构研究所
高惠德,哈尔滨工业大学
俞志和,清华大学
傅佩琛,哈尔滨工业大学
王驹,中国科学院软件研究所
金广林,吉林大学
田野苹,中国人民解放军第二军医大学
沈亚鹏,西安交通大学
张可仞,中国医科大学
邢辉,中国疾病预防控制中心性病艾滋病预防控制中心
张岳桥,南京大学
李雁,武汉大学
滕皋军,东南大学
江长荫,中国电子科技集团公司第二十二研究所
殷飞,河北医科大学
于溯源,清华大学
魏源文,广西壮族自治区农业科学院
彭明祥,电子科技大学
吴义政,复旦大学
葛蔚,中国科学院过程工程研究所
李品华,淮北师范大学
房喻,陕西师范大学
张慧骝,南京航空航天大学
张芷芬,北京大学
邢亚娟,黑龙江大学
蒋科技,中国水产科学研究院东海水产研究所
杨明红,武汉理工大学
唐江,华中科技大学
蔡志平,厦门大学
张剑波,浙江大学
刘玉斌,南开大学
孙熙民,同济大学
赵晓强,中国科学院数学与系统科学研究院
吕振华,吉林大学
范猛,东北师范大学
赵连阔,山西师范大学
周文生,北京大学
李云山,中国科学院高能物理研究所
黄业成,中国科学院近代物理研究所
文灵华,聊城大学
皇甫刚,北京航空航天大学
徐东坡,哈尔滨工程大学
钱晓峰,南京医科大学
张大卫,天津大学
徐兵,浙江大学
余孝其,四川大学
程丽,黑龙江大学
陈世国,南京农业大学
陈晓敏,温州医学院
齐传民,北京师范大学
陈末华,复旦大学
马兴瑞,哈尔滨工业大学
陈杭亭,中国科学院长春应用化学研究所
刘云丰,中国科学院数学与系统科学研究院
汪宗禹,华东师范大学
王效敬,浙江大学
黄启圣,厦门大学
林万涛,中国科学院大气物理研究所
